Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2024-09-07,Pediatrics,Pediatrics_2024-09-07,5,27,5.4
2024-09-08,Pediatrics,Pediatrics_2024-09-08,5,27,5.4
2024-09-09,Pediatrics,Pediatrics_2024-09-09,5,26,5.2
2024-09-10,Pediatrics,Pediatrics_2024-09-10,5,25,5.0
2024-09-11,Pediatrics,Pediatrics_2024-09-11,6,28,4.67
2024-09-12,Pediatrics,Pediatrics_2024-09-12,4,22,5.5
2024-09-13,Pediatrics,Pediatrics_2024-09-13,6,28,4.67
2024-09-14,Pediatrics,Pediatrics_2024-09-14,5,24,4.8
2024-09-15,Pediatrics,Pediatrics_2024-09-15,5,26,5.2
2024-09-16,Pediatrics,Pediatrics_2024-09-16,6,29,4.83
2024-09-17,Pediatrics,Pediatrics_2024-09-17,5,26,5.2
2024-09-18,Pediatrics,Pediatrics_2024-09-18,6,28,4.67
2024-09-19,Pediatrics,Pediatrics_2024-09-19,5,25,5.0
2024-09-20,Pediatrics,Pediatrics_2024-09-20,5,27,5.4
2024-09-21,Pediatrics,Pediatrics_2024-09-21,4,21,5.25
2024-09-22,Pediatrics,Pediatrics_2024-09-22,5,24,4.8
2024-09-23,Pediatrics,Pediatrics_2024-09-23,5,26,5.2
2024-09-24,Pediatrics,Pediatrics_2024-09-24,6,28,4.67
2024-09-25,Pediatrics,Pediatrics_2024-09-25,5,27,5.4
2024-09-26,Pediatrics,Pediatrics_2024-09-26,5,25,5.0
2024-09-27,Pediatrics,Pediatrics_2024-09-27,5,24,4.8
2024-09-28,Pediatrics,Pediatrics_2024-09-28,5,25,5.0
2024-09-29,Pediatrics,Pediatrics_2024-09-29,5,27,5.4
2024-09-30,Pediatrics,Pediatrics_2024-09-30,5,25,5.0
2024-10-01,Pediatrics,Pediatrics_2024-10-01,5,27,5.4
2024-10-02,Pediatrics,Pediatrics_2024-10-02,5,26,5.2
2024-10-03,Pediatrics,Pediatrics_2024-10-03,5,25,5.0
2024-10-04,Pediatrics,Pediatrics_2024-10-04,5,26,5.2
2024-10-05,Pediatrics,Pediatrics_2024-10-05,6,29,4.83
2024-10-06,Pediatrics,Pediatrics_2024-10-06,5,25,5.0
2024-10-07,Pediatrics,Pediatrics_2024-10-07,6,28,4.67
2024-10-08,Pediatrics,Pediatrics_2024-10-08,5,26,5.2
2024-10-09,Pediatrics,Pediatrics_2024-10-09,5,24,4.8
2024-10-10,Pediatrics,Pediatrics_2024-10-10,5,27,5.4
2024-10-11,Pediatrics,Pediatrics_2024-10-11,5,25,5.0
2024-10-12,Pediatrics,Pediatrics_2024-10-12,6,28,4.67
2024-10-13,Pediatrics,Pediatrics_2024-10-13,5,27,5.4
2024-10-14,Pediatrics,Pediatrics_2024-10-14,6,28,4.67
2024-10-15,Pediatrics,Pediatrics_2024-10-15,5,23,4.6
2024-10-16,Pediatrics,Pediatrics_2024-10-16,4,21,5.25
2024-10-17,Pediatrics,Pediatrics_2024-10-17,5,27,5.4
2024-10-18,Pediatrics,Pediatrics_2024-10-18,6,28,4.67
2024-10-19,Pediatrics,Pediatrics_2024-10-19,5,27,5.4
2024-10-20,Pediatrics,Pediatrics_2024-10-20,5,26,5.2
2024-10-21,Pediatrics,Pediatrics_2024-10-21,5,27,5.4
2024-10-22,Pediatrics,Pediatrics_2024-10-22,5,24,4.8
2024-10-23,Pediatrics,Pediatrics_2024-10-23,6,29,4.83
2024-10-24,Pediatrics,Pediatrics_2024-10-24,6,31,5.17
2024-10-25,Pediatrics,Pediatrics_2024-10-25,5,27,5.4
2024-10-26,Pediatrics,Pediatrics_2024-10-26,5,25,5.0
2024-10-27,Pediatrics,Pediatrics_2024-10-27,6,28,4.67
2024-10-28,Pediatrics,Pediatrics_2024-10-28,5,26,5.2
2024-10-29,Pediatrics,Pediatrics_2024-10-29,6,30,5.0
2024-10-30,Pediatrics,Pediatrics_2024-10-30,6,28,4.67
2024-10-31,Pediatrics,Pediatrics_2024-10-31,6,28,4.67
2024-11-01,Pediatrics,Pediatrics_2024-11-01,5,24,4.8
2024-11-02,Pediatrics,Pediatrics_2024-11-02,5,25,5.0
2024-11-03,Pediatrics,Pediatrics_2024-11-03,5,27,5.4
2024-11-04,Pediatrics,Pediatrics_2024-11-04,5,27,5.4
2024-11-05,Pediatrics,Pediatrics_2024-11-05,5,25,5.0
2024-11-06,Pediatrics,Pediatrics_2024-11-06,4,21,5.25
2024-11-07,Pediatrics,Pediatrics_2024-11-07,6,28,4.67
2024-11-08,Pediatrics,Pediatrics_2024-11-08,5,26,5.2
2024-11-09,Pediatrics,Pediatrics_2024-11-09,5,24,4.8
2024-11-10,Pediatrics,Pediatrics_2024-11-10,6,28,4.67
2024-11-11,Pediatrics,Pediatrics_2024-11-11,5,24,4.8
2024-11-12,Pediatrics,Pediatrics_2024-11-12,6,28,4.67
2024-11-13,Pediatrics,Pediatrics_2024-11-13,5,25,5.0
2024-11-14,Pediatrics,Pediatrics_2024-11-14,5,25,5.0
2024-11-15,Pediatrics,Pediatrics_2024-11-15,6,28,4.67
2024-11-16,Pediatrics,Pediatrics_2024-11-16,6,28,4.67
2024-11-17,Pediatrics,Pediatrics_2024-11-17,5,25,5.0
2024-11-18,Pediatrics,Pediatrics_2024-11-18,5,27,5.4
2024-11-19,Pediatrics,Pediatrics_2024-11-19,5,26,5.2
2024-11-20,Pediatrics,Pediatrics_2024-11-20,5,25,5.0
2024-11-21,Pediatrics,Pediatrics_2024-11-21,5,25,5.0
2024-11-22,Pediatrics,Pediatrics_2024-11-22,5,26,5.2
2024-11-23,Pediatrics,Pediatrics_2024-11-23,6,29,4.83
2024-11-24,Pediatrics,Pediatrics_2024-11-24,5,27,5.4
2024-11-25,Pediatrics,Pediatrics_2024-11-25,5,27,5.4
2024-11-26,Pediatrics,Pediatrics_2024-11-26,5,26,5.2
2024-11-27,Pediatrics,Pediatrics_2024-11-27,5,25,5.0
2024-11-28,Pediatrics,Pediatrics_2024-11-28,5,27,5.4
2024-11-29,Pediatrics,Pediatrics_2024-11-29,6,28,4.67
2024-11-30,Pediatrics,Pediatrics_2024-11-30,6,28,4.67
2024-12-01,Pediatrics,Pediatrics_2024-12-01,5,26,5.2
2024-12-02,Pediatrics,Pediatrics_2024-12-02,5,24,4.8
2024-12-03,Pediatrics,Pediatrics_2024-12-03,5,26,5.2
2024-12-04,Pediatrics,Pediatrics_2024-12-04,5,27,5.4
2024-12-05,Pediatrics,Pediatrics_2024-12-05,5,25,5.0
2024-12-06,Pediatrics,Pediatrics_2024-12-06,5,27,5.4
2024-12-07,Pediatrics,Pediatrics_2024-12-07,5,25,5.0
2024-12-08,Pediatrics,Pediatrics_2024-12-08,5,26,5.2
2024-12-09,Pediatrics,Pediatrics_2024-12-09,5,27,5.4
2024-12-10,Pediatrics,Pediatrics_2024-12-10,6,28,4.67
2024-12-11,Pediatrics,Pediatrics_2024-12-11,5,26,5.2
2024-12-12,Pediatrics,Pediatrics_2024-12-12,5,24,4.8
2024-12-13,Pediatrics,Pediatrics_2024-12-13,5,25,5.0
2024-12-14,Pediatrics,Pediatrics_2024-12-14,5,24,4.8
2024-12-15,Pediatrics,Pediatrics_2024-12-15,5,26,5.2
2024-12-16,Pediatrics,Pediatrics_2024-12-16,5,27,5.4
2024-12-17,Pediatrics,Pediatrics_2024-12-17,5,26,5.2
2024-12-18,Pediatrics,Pediatrics_2024-12-18,5,25,5.0
2024-12-19,Pediatrics,Pediatrics_2024-12-19,5,24,4.8
2024-12-20,Pediatrics,Pediatrics_2024-12-20,5,26,5.2
2024-12-21,Pediatrics,Pediatrics_2024-12-21,5,27,5.4
2024-12-22,Pediatrics,Pediatrics_2024-12-22,5,24,4.8
2024-12-23,Pediatrics,Pediatrics_2024-12-23,5,26,5.2
2024-12-24,Pediatrics,Pediatrics_2024-12-24,5,27,5.4
2024-12-25,Pediatrics,Pediatrics_2024-12-25,5,26,5.2
2024-12-26,Pediatrics,Pediatrics_2024-12-26,5,27,5.4
2024-12-27,Pediatrics,Pediatrics_2024-12-27,5,26,5.2
2024-12-28,Pediatrics,Pediatrics_2024-12-28,6,29,4.83
2024-12-29,Pediatrics,Pediatrics_2024-12-29,5,26,5.2
2024-12-30,Pediatrics,Pediatrics_2024-12-30,6,28,4.67
2024-12-31,Pediatrics,Pediatrics_2024-12-31,5,26,5.2
2025-01-01,Pediatrics,Pediatrics_2025-01-01,6,28,4.67
2025-01-02,Pediatrics,Pediatrics_2025-01-02,5,24,4.8
2025-01-03,Pediatrics,Pediatrics_2025-01-03,5,25,5.0
2025-01-04,Pediatrics,Pediatrics_2025-01-04,5,24,4.8
2025-01-05,Pediatrics,Pediatrics_2025-01-05,5,26,5.2
2025-01-06,Pediatrics,Pediatrics_2025-01-06,5,24,4.8
2025-01-07,Pediatrics,Pediatrics_2025-01-07,5,27,5.4
2025-01-08,Pediatrics,Pediatrics_2025-01-08,5,27,5.4
2025-01-09,Pediatrics,Pediatrics_2025-01-09,6,28,4.67
2025-01-10,Pediatrics,Pediatrics_2025-01-10,5,27,5.4
2025-01-11,Pediatrics,Pediatrics_2025-01-11,5,27,5.4
2025-01-12,Pediatrics,Pediatrics_2025-01-12,5,23,4.6
2025-01-13,Pediatrics,Pediatrics_2025-01-13,5,27,5.4
2025-01-14,Pediatrics,Pediatrics_2025-01-14,5,25,5.0
2025-01-15,Pediatrics,Pediatrics_2025-01-15,6,28,4.67
2025-01-16,Pediatrics,Pediatrics_2025-01-16,5,26,5.2
2025-01-17,Pediatrics,Pediatrics_2025-01-17,5,27,5.4
2025-01-18,Pediatrics,Pediatrics_2025-01-18,5,24,4.8
2025-01-19,Pediatrics,Pediatrics_2025-01-19,5,27,5.4
2025-01-20,Pediatrics,Pediatrics_2025-01-20,5,26,5.2
2025-01-21,Pediatrics,Pediatrics_2025-01-21,6,28,4.67
2025-01-22,Pediatrics,Pediatrics_2025-01-22,5,25,5.0
2025-01-23,Pediatrics,Pediatrics_2025-01-23,5,24,4.8
2025-01-24,Pediatrics,Pediatrics_2025-01-24,5,24,4.8
2025-01-25,Pediatrics,Pediatrics_2025-01-25,5,25,5.0
2025-01-26,Pediatrics,Pediatrics_2025-01-26,6,28,4.67
2025-01-27,Pediatrics,Pediatrics_2025-01-27,6,28,4.67
2025-01-28,Pediatrics,Pediatrics_2025-01-28,5,24,4.8
2025-01-29,Pediatrics,Pediatrics_2025-01-29,6,30,5.0
2025-01-30,Pediatrics,Pediatrics_2025-01-30,5,26,5.2
2025-01-31,Pediatrics,Pediatrics_2025-01-31,5,25,5.0
2025-02-01,Pediatrics,Pediatrics_2025-02-01,5,27,5.4
2025-02-02,Pediatrics,Pediatrics_2025-02-02,5,23,4.6
2025-02-03,Pediatrics,Pediatrics_2025-02-03,5,26,5.2
2025-02-04,Pediatrics,Pediatrics_2025-02-04,5,27,5.4
2025-02-05,Pediatrics,Pediatrics_2025-02-05,5,26,5.2
2025-02-06,Pediatrics,Pediatrics_2025-02-06,5,23,4.6
2025-02-07,Pediatrics,Pediatrics_2025-02-07,6,28,4.67
2025-02-08,Pediatrics,Pediatrics_2025-02-08,5,24,4.8
2025-02-09,Pediatrics,Pediatrics_2025-02-09,6,28,4.67
2025-02-10,Pediatrics,Pediatrics_2025-02-10,5,26,5.2
2025-02-11,Pediatrics,Pediatrics_2025-02-11,6,29,4.83
2025-02-12,Pediatrics,Pediatrics_2025-02-12,6,29,4.83
2025-02-13,Pediatrics,Pediatrics_2025-02-13,6,28,4.67
2025-02-14,Pediatrics,Pediatrics_2025-02-14,5,26,5.2
2025-02-15,Pediatrics,Pediatrics_2025-02-15,5,25,5.0
2025-02-16,Pediatrics,Pediatrics_2025-02-16,5,23,4.6
2025-02-17,Pediatrics,Pediatrics_2025-02-17,5,27,5.4
2025-02-18,Pediatrics,Pediatrics_2025-02-18,5,27,5.4
2025-02-19,Pediatrics,Pediatrics_2025-02-19,5,27,5.4
2025-02-20,Pediatrics,Pediatrics_2025-02-20,5,25,5.0
2025-02-21,Pediatrics,Pediatrics_2025-02-21,5,24,4.8
2025-02-22,Pediatrics,Pediatrics_2025-02-22,5,25,5.0
2025-02-23,Pediatrics,Pediatrics_2025-02-23,5,23,4.6
2025-02-24,Pediatrics,Pediatrics_2025-02-24,5,25,5.0
2025-02-25,Pediatrics,Pediatrics_2025-02-25,6,28,4.67
2025-02-26,Pediatrics,Pediatrics_2025-02-26,5,27,5.4
2025-02-27,Pediatrics,Pediatrics_2025-02-27,5,27,5.4
2025-02-28,Pediatrics,Pediatrics_2025-02-28,5,27,5.4
2025-03-01,Pediatrics,Pediatrics_2025-03-01,5,26,5.2
2025-03-02,Pediatrics,Pediatrics_2025-03-02,6,29,4.83
2025-03-03,Pediatrics,Pediatrics_2025-03-03,5,25,5.0
2025-03-04,Pediatrics,Pediatrics_2025-03-04,5,25,5.0
2025-03-05,Pediatrics,Pediatrics_2025-03-05,5,27,5.4
2025-03-06,Pediatrics,Pediatrics_2025-03-06,5,26,5.2
2025-03-07,Pediatrics,Pediatrics_2025-03-07,5,24,4.8
2025-03-08,Pediatrics,Pediatrics_2025-03-08,5,25,5.0
2025-03-09,Pediatrics,Pediatrics_2025-03-09,5,25,5.0
2025-03-10,Pediatrics,Pediatrics_2025-03-10,5,27,5.4
2025-03-11,Pediatrics,Pediatrics_2025-03-11,5,27,5.4
2025-03-12,Pediatrics,Pediatrics_2025-03-12,5,26,5.2
2025-03-13,Pediatrics,Pediatrics_2025-03-13,5,26,5.2
2025-03-14,Pediatrics,Pediatrics_2025-03-14,5,26,5.2
2025-03-15,Pediatrics,Pediatrics_2025-03-15,6,28,4.67
2025-03-16,Pediatrics,Pediatrics_2025-03-16,5,26,5.2
2025-03-17,Pediatrics,Pediatrics_2025-03-17,6,28,4.67
2025-03-18,Pediatrics,Pediatrics_2025-03-18,5,27,5.4
2025-03-19,Pediatrics,Pediatrics_2025-03-19,5,27,5.4
2025-03-20,Pediatrics,Pediatrics_2025-03-20,5,25,5.0
2025-03-21,Pediatrics,Pediatrics_2025-03-21,5,27,5.4
2025-03-22,Pediatrics,Pediatrics_2025-03-22,5,27,5.4
2025-03-23,Pediatrics,Pediatrics_2025-03-23,5,24,4.8
2025-03-24,Pediatrics,Pediatrics_2025-03-24,5,27,5.4
2025-03-25,Pediatrics,Pediatrics_2025-03-25,5,25,5.0
2025-03-26,Pediatrics,Pediatrics_2025-03-26,5,25,5.0
2025-03-27,Pediatrics,Pediatrics_2025-03-27,6,29,4.83
2025-03-28,Pediatrics,Pediatrics_2025-03-28,5,27,5.4
2025-03-29,Pediatrics,Pediatrics_2025-03-29,5,27,5.4
2025-03-30,Pediatrics,Pediatrics_2025-03-30,6,28,4.67
2025-03-31,Pediatrics,Pediatrics_2025-03-31,5,27,5.4
2025-04-01,Pediatrics,Pediatrics_2025-04-01,5,24,4.8
2025-04-02,Pediatrics,Pediatrics_2025-04-02,5,27,5.4
2025-04-03,Pediatrics,Pediatrics_2025-04-03,6,28,4.67
2025-04-04,Pediatrics,Pediatrics_2025-04-04,6,29,4.83
2025-04-05,Pediatrics,Pediatrics_2025-04-05,5,26,5.2
2025-04-06,Pediatrics,Pediatrics_2025-04-06,6,28,4.67
2025-04-07,Pediatrics,Pediatrics_2025-04-07,5,27,5.4
2025-04-08,Pediatrics,Pediatrics_2025-04-08,5,24,4.8
2025-04-09,Pediatrics,Pediatrics_2025-04-09,5,24,4.8
2025-04-10,Pediatrics,Pediatrics_2025-04-10,6,29,4.83
2025-04-11,Pediatrics,Pediatrics_2025-04-11,5,27,5.4
2025-04-12,Pediatrics,Pediatrics_2025-04-12,6,28,4.67
2025-04-13,Pediatrics,Pediatrics_2025-04-13,5,26,5.2
2025-04-14,Pediatrics,Pediatrics_2025-04-14,6,28,4.67
2025-04-15,Pediatrics,Pediatrics_2025-04-15,5,26,5.2
2025-04-16,Pediatrics,Pediatrics_2025-04-16,5,26,5.2
2025-04-17,Pediatrics,Pediatrics_2025-04-17,5,25,5.0
2025-04-18,Pediatrics,Pediatrics_2025-04-18,5,24,4.8
2025-04-19,Pediatrics,Pediatrics_2025-04-19,6,28,4.67
2025-04-20,Pediatrics,Pediatrics_2025-04-20,5,24,4.8
2025-04-21,Pediatrics,Pediatrics_2025-04-21,5,23,4.6
2025-04-22,Pediatrics,Pediatrics_2025-04-22,5,26,5.2
2025-04-23,Pediatrics,Pediatrics_2025-04-23,6,29,4.83
2025-04-24,Pediatrics,Pediatrics_2025-04-24,5,25,5.0
2025-04-25,Pediatrics,Pediatrics_2025-04-25,5,25,5.0
2025-04-26,Pediatrics,Pediatrics_2025-04-26,5,23,4.6
2025-04-27,Pediatrics,Pediatrics_2025-04-27,5,25,5.0
2025-04-28,Pediatrics,Pediatrics_2025-04-28,5,27,5.4
2025-04-29,Pediatrics,Pediatrics_2025-04-29,5,26,5.2
2025-04-30,Pediatrics,Pediatrics_2025-04-30,5,25,5.0
2025-05-01,Pediatrics,Pediatrics_2025-05-01,5,27,5.4
2025-05-02,Pediatrics,Pediatrics_2025-05-02,6,30,5.0
2025-05-03,Pediatrics,Pediatrics_2025-05-03,5,26,5.2
2025-05-04,Pediatrics,Pediatrics_2025-05-04,6,28,4.67
2025-05-05,Pediatrics,Pediatrics_2025-05-05,5,26,5.2
2025-05-06,Pediatrics,Pediatrics_2025-05-06,5,27,5.4
2025-05-07,Pediatrics,Pediatrics_2025-05-07,5,26,5.2
2025-05-08,Pediatrics,Pediatrics_2025-05-08,5,26,5.2
2025-05-09,Pediatrics,Pediatrics_2025-05-09,6,28,4.67
2025-05-10,Pediatrics,Pediatrics_2025-05-10,5,27,5.4
2025-05-11,Pediatrics,Pediatrics_2025-05-11,5,27,5.4
2025-05-12,Pediatrics,Pediatrics_2025-05-12,5,26,5.2
2025-05-13,Pediatrics,Pediatrics_2025-05-13,6,28,4.67
2025-05-14,Pediatrics,Pediatrics_2025-05-14,5,26,5.2
2025-05-15,Pediatrics,Pediatrics_2025-05-15,5,26,5.2
2025-05-16,Pediatrics,Pediatrics_2025-05-16,5,24,4.8
2025-05-17,Pediatrics,Pediatrics_2025-05-17,5,27,5.4
2025-05-18,Pediatrics,Pediatrics_2025-05-18,5,24,4.8
2025-05-19,Pediatrics,Pediatrics_2025-05-19,5,26,5.2
2025-05-20,Pediatrics,Pediatrics_2025-05-20,5,27,5.4
2025-05-21,Pediatrics,Pediatrics_2025-05-21,5,25,5.0
2025-05-22,Pediatrics,Pediatrics_2025-05-22,6,29,4.83
2025-05-23,Pediatrics,Pediatrics_2025-05-23,6,28,4.67
2025-05-24,Pediatrics,Pediatrics_2025-05-24,5,27,5.4
2025-05-25,Pediatrics,Pediatrics_2025-05-25,5,25,5.0
2025-05-26,Pediatrics,Pediatrics_2025-05-26,5,24,4.8
2025-05-27,Pediatrics,Pediatrics_2025-05-27,5,26,5.2
2025-05-28,Pediatrics,Pediatrics_2025-05-28,5,25,5.0
2025-05-29,Pediatrics,Pediatrics_2025-05-29,5,25,5.0
2025-05-30,Pediatrics,Pediatrics_2025-05-30,5,25,5.0
2025-05-31,Pediatrics,Pediatrics_2025-05-31,5,27,5.4
2025-06-01,Pediatrics,Pediatrics_2025-06-01,5,25,5.0
2025-06-02,Pediatrics,Pediatrics_2025-06-02,5,25,5.0
2025-06-03,Pediatrics,Pediatrics_2025-06-03,5,23,4.6
2025-06-04,Pediatrics,Pediatrics_2025-06-04,6,28,4.67
2025-06-05,Pediatrics,Pediatrics_2025-06-05,5,26,5.2
2025-06-06,Pediatrics,Pediatrics_2025-06-06,6,28,4.67
2025-06-07,Pediatrics,Pediatrics_2025-06-07,5,27,5.4
2025-06-08,Pediatrics,Pediatrics_2025-06-08,5,27,5.4
2025-06-09,Pediatrics,Pediatrics_2025-06-09,5,25,5.0
2025-06-10,Pediatrics,Pediatrics_2025-06-10,5,25,5.0
2025-06-11,Pediatrics,Pediatrics_2025-06-11,5,27,5.4
2025-06-12,Pediatrics,Pediatrics_2025-06-12,5,24,4.8
2025-06-13,Pediatrics,Pediatrics_2025-06-13,5,27,5.4
2025-06-14,Pediatrics,Pediatrics_2025-06-14,5,23,4.6
2025-06-15,Pediatrics,Pediatrics_2025-06-15,6,28,4.67
2025-06-16,Pediatrics,Pediatrics_2025-06-16,6,28,4.67
2025-06-17,Pediatrics,Pediatrics_2025-06-17,5,25,5.0
2025-06-18,Pediatrics,Pediatrics_2025-06-18,5,26,5.2
2025-06-19,Pediatrics,Pediatrics_2025-06-19,5,24,4.8
2025-06-20,Pediatrics,Pediatrics_2025-06-20,5,23,4.6
2025-06-21,Pediatrics,Pediatrics_2025-06-21,5,25,5.0
2025-06-22,Pediatrics,Pediatrics_2025-06-22,6,29,4.83
2025-06-23,Pediatrics,Pediatrics_2025-06-23,5,24,4.8
2025-06-24,Pediatrics,Pediatrics_2025-06-24,5,26,5.2
2025-06-25,Pediatrics,Pediatrics_2025-06-25,5,24,4.8
2025-06-26,Pediatrics,Pediatrics_2025-06-26,5,27,5.4
2025-06-27,Pediatrics,Pediatrics_2025-06-27,5,27,5.4
2025-06-28,Pediatrics,Pediatrics_2025-06-28,6,28,4.67
2025-06-29,Pediatrics,Pediatrics_2025-06-29,6,29,4.83
2025-06-30,Pediatrics,Pediatrics_2025-06-30,5,24,4.8
2025-07-01,Pediatrics,Pediatrics_2025-07-01,6,28,4.67
2025-07-02,Pediatrics,Pediatrics_2025-07-02,5,26,5.2
2025-07-03,Pediatrics,Pediatrics_2025-07-03,5,25,5.0
2025-07-04,Pediatrics,Pediatrics_2025-07-04,5,27,5.4
2025-07-05,Pediatrics,Pediatrics_2025-07-05,5,26,5.2
2025-07-06,Pediatrics,Pediatrics_2025-07-06,5,27,5.4
2025-07-07,Pediatrics,Pediatrics_2025-07-07,5,25,5.0
2025-07-08,Pediatrics,Pediatrics_2025-07-08,5,26,5.2
2025-07-09,Pediatrics,Pediatrics_2025-07-09,5,25,5.0
2025-07-10,Pediatrics,Pediatrics_2025-07-10,5,27,5.4
2025-07-11,Pediatrics,Pediatrics_2025-07-11,6,28,4.67
2025-07-12,Pediatrics,Pediatrics_2025-07-12,5,25,5.0
2025-07-13,Pediatrics,Pediatrics_2025-07-13,5,26,5.2
2025-07-14,Pediatrics,Pediatrics_2025-07-14,5,24,4.8
2025-07-15,Pediatrics,Pediatrics_2025-07-15,5,25,5.0
2025-07-16,Pediatrics,Pediatrics_2025-07-16,5,24,4.8
2025-07-17,Pediatrics,Pediatrics_2025-07-17,5,27,5.4
2025-07-18,Pediatrics,Pediatrics_2025-07-18,5,23,4.6
2025-07-19,Pediatrics,Pediatrics_2025-07-19,5,27,5.4
2025-07-20,Pediatrics,Pediatrics_2025-07-20,6,29,4.83
2025-07-21,Pediatrics,Pediatrics_2025-07-21,6,28,4.67
2025-07-22,Pediatrics,Pediatrics_2025-07-22,5,25,5.0
2025-07-23,Pediatrics,Pediatrics_2025-07-23,5,27,5.4
2025-07-24,Pediatrics,Pediatrics_2025-07-24,5,27,5.4
2025-07-25,Pediatrics,Pediatrics_2025-07-25,5,26,5.2
2025-07-26,Pediatrics,Pediatrics_2025-07-26,4,22,5.5
2025-07-27,Pediatrics,Pediatrics_2025-07-27,5,26,5.2
2025-07-28,Pediatrics,Pediatrics_2025-07-28,6,28,4.67
2025-07-29,Pediatrics,Pediatrics_2025-07-29,5,24,4.8
2025-07-30,Pediatrics,Pediatrics_2025-07-30,5,23,4.6
2025-07-31,Pediatrics,Pediatrics_2025-07-31,6,28,4.67
2025-08-01,Pediatrics,Pediatrics_2025-08-01,5,27,5.4
2025-08-02,Pediatrics,Pediatrics_2025-08-02,5,23,4.6
2025-08-03,Pediatrics,Pediatrics_2025-08-03,6,28,4.67
2025-08-04,Pediatrics,Pediatrics_2025-08-04,5,24,4.8
2025-08-05,Pediatrics,Pediatrics_2025-08-05,5,27,5.4
2025-08-06,Pediatrics,Pediatrics_2025-08-06,5,23,4.6
2025-08-07,Pediatrics,Pediatrics_2025-08-07,5,27,5.4
2025-08-08,Pediatrics,Pediatrics_2025-08-08,5,26,5.2
2025-08-09,Pediatrics,Pediatrics_2025-08-09,5,26,5.2
2025-08-10,Pediatrics,Pediatrics_2025-08-10,5,27,5.4
2025-08-11,Pediatrics,Pediatrics_2025-08-11,5,25,5.0
2025-08-12,Pediatrics,Pediatrics_2025-08-12,5,26,5.2
2025-08-13,Pediatrics,Pediatrics_2025-08-13,6,28,4.67
2025-08-14,Pediatrics,Pediatrics_2025-08-14,5,26,5.2
2025-08-15,Pediatrics,Pediatrics_2025-08-15,6,30,5.0
2025-08-16,Pediatrics,Pediatrics_2025-08-16,5,26,5.2
2025-08-17,Pediatrics,Pediatrics_2025-08-17,5,23,4.6
2025-08-18,Pediatrics,Pediatrics_2025-08-18,5,25,5.0
2025-08-19,Pediatrics,Pediatrics_2025-08-19,5,23,4.6
2025-08-20,Pediatrics,Pediatrics_2025-08-20,5,25,5.0
2025-08-21,Pediatrics,Pediatrics_2025-08-21,5,27,5.4
2025-08-22,Pediatrics,Pediatrics_2025-08-22,6,28,4.67
2025-08-23,Pediatrics,Pediatrics_2025-08-23,5,27,5.4
2025-08-24,Pediatrics,Pediatrics_2025-08-24,5,23,4.6
2025-08-25,Pediatrics,Pediatrics_2025-08-25,5,23,4.6
2025-08-26,Pediatrics,Pediatrics_2025-08-26,5,27,5.4
2025-08-27,Pediatrics,Pediatrics_2025-08-27,5,24,4.8
2025-08-28,Pediatrics,Pediatrics_2025-08-28,5,25,5.0
2025-08-29,Pediatrics,Pediatrics_2025-08-29,5,27,5.4
2025-08-30,Pediatrics,Pediatrics_2025-08-30,5,26,5.2
2025-08-31,Pediatrics,Pediatrics_2025-08-31,5,24,4.8
2025-09-01,Pediatrics,Pediatrics_2025-09-01,5,26,5.2
2025-09-02,Pediatrics,Pediatrics_2025-09-02,5,23,4.6
2025-09-03,Pediatrics,Pediatrics_2025-09-03,5,26,5.2
2025-09-04,Pediatrics,Pediatrics_2025-09-04,5,25,5.0
2025-09-05,Pediatrics,Pediatrics_2025-09-05,5,24,4.8
2025-09-06,Pediatrics,Pediatrics_2025-09-06,5,24,4.8
2025-09-07,Pediatrics,Pediatrics_2025-09-07,5,27,5.4
2025-09-08,Pediatrics,Pediatrics_2025-09-08,5,27,5.4
2025-09-09,Pediatrics,Pediatrics_2025-09-09,5,24,4.8
2025-09-10,Pediatrics,Pediatrics_2025-09-10,5,23,4.6
2025-09-11,Pediatrics,Pediatrics_2025-09-11,5,24,4.8
2025-09-12,Pediatrics,Pediatrics_2025-09-12,6,29,4.83
2025-09-13,Pediatrics,Pediatrics_2025-09-13,6,28,4.67
2025-09-14,Pediatrics,Pediatrics_2025-09-14,5,26,5.2
2025-09-15,Pediatrics,Pediatrics_2025-09-15,5,27,5.4
2025-09-16,Pediatrics,Pediatrics_2025-09-16,5,24,4.8
2025-09-17,Pediatrics,Pediatrics_2025-09-17,5,23,4.6
2025-09-18,Pediatrics,Pediatrics_2025-09-18,5,27,5.4
2025-09-19,Pediatrics,Pediatrics_2025-09-19,5,26,5.2
2025-09-20,Pediatrics,Pediatrics_2025-09-20,5,26,5.2
2025-09-21,Pediatrics,Pediatrics_2025-09-21,5,24,4.8
2025-09-22,Pediatrics,Pediatrics_2025-09-22,5,25,5.0
2025-09-23,Pediatrics,Pediatrics_2025-09-23,5,23,4.6
2025-09-24,Pediatrics,Pediatrics_2025-09-24,6,29,4.83
2025-09-25,Pediatrics,Pediatrics_2025-09-25,5,25,5.0
2025-09-26,Pediatrics,Pediatrics_2025-09-26,5,27,5.4
2025-09-27,Pediatrics,Pediatrics_2025-09-27,5,24,4.8
2025-09-28,Pediatrics,Pediatrics_2025-09-28,6,29,4.83
